name,WKT
Starbucks,POINT (-122.22711 38.12553)
Starbucks,POINT (-121.73941 37.94412)
Starbucks,POINT (-80.84863 35.22268)
Starbucks,POINT (-93.70742 32.55906)
Starbucks,POINT (-103.1967 34.4401)
Starbucks,POINT (-80.15783 26.3496)
Starbucks,POINT (-123.8454 45.45516)
Starbucks,POINT (-80.26854 26.14792)
Starbucks,POINT (-87.62877 41.73647)
Starbucks,POINT (-99.24418 19.41454)
Starbucks,POINT (-112.27194 33.42263)
Starbucks,POINT (-117.34205 33.69046)
Starbucks,POINT (-77.34964 38.97975)
Starbucks,POINT (-88.95513 40.50658)
Starbucks,POINT (-119.86239 39.52781)
Starbucks,POINT (-121.85033 36.59775)
Starbucks,POINT (-96.85571 32.60306)
Starbucks,POINT (-76.00166 40.341)
Starbucks,POINT (-87.95537 42.38913)
Starbucks,POINT (-104.98143 40.40665)
Starbucks,POINT (-118.18194 33.81664)
Starbucks,POINT (-115.10049 36.07199)
Starbucks,POINT (-122.63592 49.16255)
Starbucks,POINT (-78.79279 35.70291)
Starbucks,POINT (-81.93709 38.453)
Starbucks,POINT (-99.18936 19.48543)
Starbucks,POINT (-90.28722 38.62785)
Starbucks,POINT (-121.71997 42.2058)
Starbucks,POINT (-88.97866 42.30502)
Starbucks,POINT (-117.32494 33.17863)
Starbucks,POINT (-116.45743 33.81616)
Starbucks,POINT (-122.40354 37.79219)
Starbucks,POINT (-97.25401 32.93419)
Starbucks,POINT (-82.88352 39.99804)
Starbucks,POINT (-94.76344 38.88318)
Starbucks,POINT (-84.17027 33.04392)
Starbucks,POINT (-103.25085 44.08005)
Starbucks,POINT (-88.14416 42.01773)
Starbucks,POINT (-118.32194 34.168)
Starbucks,POINT (-86.95676 34.59327)
Starbucks,POINT (-71.36127 42.62578)
Starbucks,POINT (-72.20961 41.35933)
Starbucks,POINT (-75.86772 45.28675)
Starbucks,POINT (-80.65024 28.08136)
Starbucks,POINT (-96.46072 32.90059)
Starbucks,POINT (-81.48984 29.96404)
Starbucks,POINT (-92.23376 34.82005)
Starbucks,POINT (-86.43008 30.38879)
Starbucks,POINT (-116.2095 43.62492)
Starbucks,POINT (-117.11453 32.76396)
Starbucks,POINT (-117.16461 32.71594)
Starbucks,POINT (-121.45573 38.68431)
Starbucks,POINT (-122.3509 40.57137)
Starbucks,POINT (-74.21333 40.99405)
Starbucks,POINT (-76.87601 38.66995)
Starbucks,POINT (-96.99266 32.97117)
Starbucks,POINT (-121.17122 38.74256)
Starbucks,POINT (-99.18228 19.29551)
Starbucks,POINT (-119.29245 36.33031)
Starbucks,POINT (-75.29197 40.10565)
Starbucks,POINT (-122.5821 45.38156)
Starbucks,POINT (-77.411 37.26887)
Starbucks,POINT (-117.06487 32.76089)
Starbucks,POINT (-90.39546 38.41409)
Starbucks,POINT (-88.0357 42.1532)
Starbucks,POINT (-80.21985 40.18415)
Starbucks,POINT (-122.31281 47.75459)
Starbucks,POINT (-84.01581 33.87451)
Starbucks,POINT (-71.02417 42.2221)
Starbucks,POINT (-93.27273 44.97831)
Starbucks,POINT (-81.76151 32.43724)
Starbucks,POINT (-94.82965 29.26989)
Starbucks,POINT (-73.86743 40.85608)
Starbucks,POINT (-110.9772 32.31581)
Starbucks,POINT (-119.29684 36.36054)
Starbucks,POINT (-111.91784 33.49922)
Starbucks,POINT (-73.99921 40.71979)
Starbucks,POINT (-94.39367 39.07711)
Starbucks,POINT (-118.24034 34.05879)
Starbucks,POINT (-118.35675 34.14076)
Starbucks,POINT (-96.59672 32.79147)
Starbucks,POINT (-94.7192 32.44419)
Starbucks,POINT (-97.39543 42.89136)
Starbucks,POINT (-95.83256 29.77631)
Starbucks,POINT (-96.83893 33.11404)
Starbucks,POINT (-98.23476 19.02059)
Starbucks,POINT (-98.32928 29.56203)
Starbucks,POINT (-84.52693 38.06555)
Starbucks,POINT (-116.79471 47.71237)
Starbucks,POINT (-94.66965 38.88416)
Starbucks,POINT (-118.21904 33.95516)
Starbucks,POINT (-118.37921 34.04393)
Starbucks,POINT (-82.92379 40.14324)
Starbucks,POINT (-74.05116 40.16541)
Starbucks,POINT (-78.73822 35.75789)
Starbucks,POINT (-86.44439 35.86157)
Starbucks,POINT (-81.05658 32.31309)
Starbucks,POINT (-93.66659 45.24668)
Starbucks,POINT (-105.48277 39.79828)
Starbucks,POINT (-92.66832 37.68489)
Starbucks,POINT (-80.23803 25.75055)
Starbucks,POINT (-88.04106 41.72015)
Starbucks,POINT (-95.56779 29.56597)
Starbucks,POINT (-98.50455 28.94522)
Starbucks,POINT (-87.67894 41.95466)
Starbucks,POINT (-89.4612 43.17403)
Starbucks,POINT (-77.54252 36.70337)
Starbucks,POINT (-111.90748 33.49382)
Starbucks,POINT (-97.85006 30.03005)
Starbucks,POINT (-110.79091 32.19039)
Starbucks,POINT (-115.28374 36.20164)
Starbucks,POINT (-96.73936 32.89514)
Starbucks,POINT (-123.07285 44.63173)
Starbucks,POINT (-74.78318 40.3011)
Starbucks,POINT (-70.33053 43.67702)
Starbucks,POINT (-84.65545 34.02985)
Starbucks,POINT (-71.443 42.71239)
Starbucks,POINT (-93.28016 44.71348)
Starbucks,POINT (-95.7623 39.04492)
Starbucks,POINT (-97.00546 32.67302)
Starbucks,POINT (-116.39298 33.75617)
Starbucks,POINT (-95.7895 36.0701)
Starbucks,POINT (-75.6894 39.66296)
Starbucks,POINT (-117.03445 32.58298)
Starbucks,POINT (-81.48131 41.06534)
Starbucks,POINT (-96.77355 43.50816)
Starbucks,POINT (-87.6826 41.71891)
Starbucks,POINT (-97.14964 32.72166)
Starbucks,POINT (-82.32952 27.97621)
Starbucks,POINT (-96.95734 32.85988)
Starbucks,POINT (-112.00884 33.43427)
Starbucks,POINT (-83.59938 41.54931)
Starbucks,POINT (-72.76265 41.72296)
Starbucks,POINT (-78.63528 33.86806)
Starbucks,POINT (-96.7515 46.8585)
Starbucks,POINT (-111.78891 33.39249)
Starbucks,POINT (-104.62722 38.30959)
Starbucks,POINT (-101.91723 34.98007)
Starbucks,POINT (-71.66827 42.28642)
Starbucks,POINT (-93.15901 44.45357)
Starbucks,POINT (-86.51455 36.16265)
Starbucks,POINT (-76.82407 40.27697)
Starbucks,POINT (-71.74806 42.27525)
Starbucks,POINT (-118.01314 33.80398)
Starbucks,POINT (-122.58022 48.84336)
Starbucks,POINT (-77.00387 39.03113)
Starbucks,POINT (-105.20095 40.07189)
Starbucks,POINT (-108.53888 45.78382)
Starbucks,POINT (-93.5806 41.71202)
Starbucks,POINT (-74.20693 40.54209)
Starbucks,POINT (-71.11871 42.33371)
Starbucks,POINT (-96.78913 32.80646)
Starbucks,POINT (-115.18874 36.0406)
Starbucks,POINT (-78.86198 33.70773)
Starbucks,POINT (-77.44978 38.85345)
Starbucks,POINT (-96.04499 41.1751)
Starbucks,POINT (-66.0601 18.35771)
Starbucks,POINT (-73.86187 41.1441)
Starbucks,POINT (-87.93344 43.03885)
Starbucks,POINT (-96.57355 33.01033)
Starbucks,POINT (-94.58301 39.09842)
Starbucks,POINT (-78.77041 35.82747)
Starbucks,POINT (-99.08582 40.72206)
Starbucks,POINT (-97.1996 32.83002)
Starbucks,POINT (-93.32364 44.87763)
Starbucks,POINT (-116.33407 43.68736)
Starbucks,POINT (-95.88095 41.25355)
Starbucks,POINT (-115.18585 36.14406)
Starbucks,POINT (-119.74457 36.89627)
Starbucks,POINT (-75.13249 40.3339)
Starbucks,POINT (-84.5027 38.03969)
Starbucks,POINT (-80.87651 35.81304)
Starbucks,POINT (-84.51254 34.14456)
Starbucks,POINT (-103.40148 20.65065)
Starbucks,POINT (-90.19788 30.00655)
Starbucks,POINT (-78.13547 39.21907)
Starbucks,POINT (-93.27419 37.20917)
Starbucks,POINT (-96.77383 33.07126)
Starbucks,POINT (-86.27562 39.95066)
Starbucks,POINT (-97.03712 32.89974)
Starbucks,POINT (-118.48087 33.99953)
Starbucks,POINT (-118.30999 33.7649)
Starbucks,POINT (-99.15986 19.37907)
Starbucks,POINT (-84.56439 33.37684)
Starbucks,POINT (-93.29341 44.96029)
Starbucks,POINT (-97.36953 31.07268)
Starbucks,POINT (-82.91212 42.63082)
Starbucks,POINT (-122.05496 37.92681)
Starbucks,POINT (-73.13272 41.26397)
Starbucks,POINT (-77.06193 38.80261)
Starbucks,POINT (-95.23662 30.13349)
Starbucks,POINT (-118.08204 34.03583)
Starbucks,POINT (-117.4476 47.7006)
Starbucks,POINT (-118.62424 34.18673)
Starbucks,POINT (-77.4087 38.95124)
Starbucks,POINT (-87.68972 42.01184)
Starbucks,POINT (-95.48043 30.17974)
Starbucks,POINT (-88.18179 43.39717)
Starbucks,POINT (-74.46561 40.78836)
Starbucks,POINT (-104.9142 39.65185)
Starbucks,POINT (-75.97685 39.79477)
Starbucks,POINT (-80.62219 28.09082)
Starbucks,POINT (-118.11255 34.16898)
Starbucks,POINT (-81.46774 40.96272)
Starbucks,POINT (-94.15343 36.28369)
Starbucks,POINT (-115.31954 36.16086)
Starbucks,POINT (-83.16279 40.10585)
Starbucks,POINT (-80.32202 25.83667)
Starbucks,POINT (-73.7262 40.76439)
Starbucks,POINT (-84.43647 39.11571)
Starbucks,POINT (-87.63164 41.90405)
Starbucks,POINT (-96.63836 33.21546)
Starbucks,POINT (-77.96527 35.74037)
Starbucks,POINT (-74.43965 40.31606)
Starbucks,POINT (-88.08109 41.64242)
Starbucks,POINT (-118.35298 33.96527)
Starbucks,POINT (-99.18505 19.4403)
Starbucks,POINT (-79.86918 36.14839)
Starbucks,POINT (-119.80055 36.8847)
Starbucks,POINT (-122.27614 37.79605)
Starbucks,POINT (-122.31621 37.9232)
Starbucks,POINT (-72.45444 42.17105)
Starbucks,POINT (-118.46633 34.17416)
Starbucks,POINT (-71.08715 42.34811)
Starbucks,POINT (-92.91091 42.03915)
Starbucks,POINT (-118.28915 34.16204)
Starbucks,POINT (-122.47769 45.59636)
Starbucks,POINT (-95.01767 29.5466)
Starbucks,POINT (-86.62114 41.70578)
Starbucks,POINT (-95.38212 29.55544)
Starbucks,POINT (-118.25364 34.05019)
Starbucks,POINT (-74.68786 40.24944)
Starbucks,POINT (-117.17264 33.68022)
Starbucks,POINT (-121.95006 37.28044)
Starbucks,POINT (-122.41787 47.07134)
Starbucks,POINT (-73.8344 40.9396)
Starbucks,POINT (-73.95918 40.81508)
Starbucks,POINT (-99.2627 19.35941)
Starbucks,POINT (-71.96038 45.42422)
Starbucks,POINT (-104.79389 38.83901)
Starbucks,POINT (-77.14316 38.69744)
Starbucks,POINT (-79.96257 36.03574)
Starbucks,POINT (-118.41353 34.18645)
Starbucks,POINT (-80.76314 32.15363)
Starbucks,POINT (-73.7017 40.83774)
Starbucks,POINT (-84.49334 39.31706)
Starbucks,POINT (-97.54704 35.61242)
Starbucks,POINT (-75.98382 40.3601)
Starbucks,POINT (-118.40541 34.01709)
Starbucks,POINT (-76.17305 43.06995)
Starbucks,POINT (-103.23291 44.06778)
Starbucks,POINT (-96.34603 30.61628)
Starbucks,POINT (-70.82347 42.11724)
Starbucks,POINT (-116.66627 43.64793)
Starbucks,POINT (-111.56545 33.2507)
Starbucks,POINT (-81.80604 26.40659)
Starbucks,POINT (-91.46656 44.7984)
Starbucks,POINT (-104.74764 38.84044)
Starbucks,POINT (-122.78262 48.10806)
Starbucks,POINT (-122.25289 47.38086)
Starbucks,POINT (-82.4933 36.29526)
Starbucks,POINT (-81.46424 40.95805)
Starbucks,POINT (-118.11958 33.77434)
Starbucks,POINT (-121.15294 38.67148)
Starbucks,POINT (-87.75188 42.04049)
Starbucks,POINT (-76.51441 39.12045)
Starbucks,POINT (-119.065 35.35503)
Starbucks,POINT (-81.38703 41.35352)
Starbucks,POINT (-89.59163 44.90645)
Starbucks,POINT (-122.64577 47.09282)
Starbucks,POINT (-80.20614 27.13237)
Starbucks,POINT (-91.43338 44.78107)
Starbucks,POINT (-80.85422 35.554)
Starbucks,POINT (-79.05935 43.08657)
Starbucks,POINT (-116.35223 43.69264)
Starbucks,POINT (-88.33549 42.16617)
Starbucks,POINT (-73.99251 40.75893)
Starbucks,POINT (-96.97098 33.01214)
Starbucks,POINT (-96.83203 33.04762)
Starbucks,POINT (-79.1235 43.11418)
Starbucks,POINT (-81.93522 26.67047)
Starbucks,POINT (-86.08692 39.90478)
Starbucks,POINT (-97.74443 30.39274)
Starbucks,POINT (-75.14036 39.96644)
Starbucks,POINT (-73.97746 40.67197)
Starbucks,POINT (-111.08604 32.35876)
Starbucks,POINT (-112.19318 35.24876)
Starbucks,POINT (-118.11602 33.76097)
Starbucks,POINT (-118.38662 34.08372)
Starbucks,POINT (-116.98321 46.72235)
Starbucks,POINT (-118.46034 34.15269)
Starbucks,POINT (-80.38045 27.41874)
Starbucks,POINT (-106.70381 34.80634)
Starbucks,POINT (-91.71805 41.95765)
Starbucks,POINT (-83.74881 42.27945)
Starbucks,POINT (-122.12891 38.22141)
Starbucks,POINT (-73.95817 40.71794)
Starbucks,POINT (-122.80064 49.16366)
Starbucks,POINT (-97.04108 33.12958)
Starbucks,POINT (-124.21436 43.37673)
Starbucks,POINT (-85.14563 41.0754)
Starbucks,POINT (-80.38105 25.78847)
Starbucks,POINT (-117.20458 32.75379)
Starbucks,POINT (-117.4366 47.71572)
Starbucks,POINT (-96.81451 33.12416)
Starbucks,POINT (-74.2438 40.6191)
Starbucks,POINT (-74.98394 39.85071)
Starbucks,POINT (-96.8069 32.86412)
Starbucks,POINT (-81.93649 28.93379)
Starbucks,POINT (-73.99031 40.74166)
Starbucks,POINT (-98.59515 29.5741)
Starbucks,POINT (-97.42937 32.75516)
Starbucks,POINT (-104.81818 38.90121)
Starbucks,POINT (-123.02385 44.06317)
Starbucks,POINT (-97.32189 32.56463)
Starbucks,POINT (-87.63214 41.88079)
Starbucks,POINT (-118.32696 34.08436)
Starbucks,POINT (-80.27502 36.09042)
Starbucks,POINT (-80.10148 26.91131)
Starbucks,POINT (-81.92306 41.41646)
Starbucks,POINT (-87.97542 41.81048)
Starbucks,POINT (-97.39985 35.43564)
Starbucks,POINT (-119.06852 34.22275)
Starbucks,POINT (-93.17409 45.01239)
Starbucks,POINT (-74.12925 40.94311)
Starbucks,POINT (-116.97595 33.94775)
Starbucks,POINT (-87.70884 41.96452)
Starbucks,POINT (-87.73296 41.50668)
Starbucks,POINT (-118.73839 34.27927)
Starbucks,POINT (-117.23172 32.9387)
Starbucks,POINT (-92.58189 34.57984)
Starbucks,POINT (-80.56827 28.09475)
Starbucks,POINT (-81.29315 41.68641)
Starbucks,POINT (-90.43583 38.67136)
Starbucks,POINT (-112.27562 33.50802)
Starbucks,POINT (-72.90186 41.61101)
Starbucks,POINT (-123.81852 46.97253)
Starbucks,POINT (-87.91996 42.95892)
Starbucks,POINT (-120.97102 38.65647)
Starbucks,POINT (-75.39496 39.98526)
Starbucks,POINT (-100.35163 25.67879)
Starbucks,POINT (-99.11212 28.89695)
Starbucks,POINT (-119.74026 39.57621)
Starbucks,POINT (-74.25988 40.88847)
Starbucks,POINT (-81.52887 35.27334)
Starbucks,POINT (-73.89027 40.86063)
Starbucks,POINT (-88.18817 41.76283)
Starbucks,POINT (-71.03941 42.3479)
Starbucks,POINT (-117.16504 33.13145)
Starbucks,POINT (-110.8919 32.30665)
Starbucks,POINT (-122.47089 37.67038)
Starbucks,POINT (-83.29839 42.60662)
Starbucks,POINT (-117.07525 32.98143)
Starbucks,POINT (-96.76976 32.84763)
Starbucks,POINT (-95.6056 29.89696)
Starbucks,POINT (-72.81084 41.4818)
Starbucks,POINT (-77.31948 38.79966)
Starbucks,POINT (-98.26732 19.02209)
Starbucks,POINT (-74.95918 40.01236)
Starbucks,POINT (-122.69251 47.65078)
Starbucks,POINT (-88.1088 42.95805)
Starbucks,POINT (-81.34622 28.55365)
Starbucks,POINT (-93.22993 44.97395)
Starbucks,POINT (-95.44869 30.0846)
Starbucks,POINT (-117.88537 34.07303)
Starbucks,POINT (-90.13664 30.45377)
Starbucks,POINT (-84.72604 45.77971)
Starbucks,POINT (-117.29131 34.42085)
Starbucks,POINT (-81.20388 28.65619)
Starbucks,POINT (-119.19274 46.21387)
Starbucks,POINT (-93.99316 29.94778)
Starbucks,POINT (-104.89503 39.78534)
Starbucks,POINT (-87.20954 30.47267)
Starbucks,POINT (-77.07306 38.93539)
Starbucks,POINT (-96.33743 30.61354)
Starbucks,POINT (-84.61276 35.44711)
Starbucks,POINT (-118.51632 34.37204)
Starbucks,POINT (-121.19279 44.26894)
Starbucks,POINT (-85.40391 32.61788)
Starbucks,POINT (-115.24921 36.2191)
Starbucks,POINT (-122.78419 45.01062)
Starbucks,POINT (-122.49186 37.65015)
Starbucks,POINT (-111.54389 33.41428)
Starbucks,POINT (-111.79089 33.23449)
Starbucks,POINT (-117.86641 34.12855)
Starbucks,POINT (-95.36012 29.75157)
Starbucks,POINT (-99.22832 19.52522)
Starbucks,POINT (-122.0217 47.5359)
Starbucks,POINT (-86.38861 35.86644)
Starbucks,POINT (-111.93228 33.42257)
Starbucks,POINT (-75.29626 40.10512)
Starbucks,POINT (-85.51254 40.89697)
Starbucks,POINT (-88.0921 42.04846)
Starbucks,POINT (-95.54455 29.78242)
Starbucks,POINT (-73.98109 40.75289)
Starbucks,POINT (-80.94238 35.21853)
Starbucks,POINT (-96.89953 32.92318)
Starbucks,POINT (-97.721 30.24322)
Starbucks,POINT (-85.86858 30.2191)
Starbucks,POINT (-97.67433 26.17272)
Starbucks,POINT (-74.011 40.72087)
Starbucks,POINT (-73.40633 40.68966)
Starbucks,POINT (-88.40538 43.78413)
Starbucks,POINT (-99.20166 19.53892)
Starbucks,POINT (-88.00877 42.96808)
Starbucks,POINT (-97.8751 31.12024)
Starbucks,POINT (-86.08199 39.63811)
Starbucks,POINT (-84.95336 32.54493)
Starbucks,POINT (-117.65124 34.00389)
Starbucks,POINT (-117.13875 33.14037)
Starbucks,POINT (-77.45118 38.9456)
Starbucks,POINT (-121.32918 38.63724)
Starbucks,POINT (-158.00176 21.46814)
Starbucks,POINT (-122.76609 45.30372)
Starbucks,POINT (-119.75277 39.17185)
Starbucks,POINT (-87.94963 42.51858)
Starbucks,POINT (-77.04942 38.83437)
Starbucks,POINT (-71.06395 42.32514)
Starbucks,POINT (-123.31158 44.55078)
Starbucks,POINT (-106.59399 35.15711)
Starbucks,POINT (-111.64605 40.12435)
Starbucks,POINT (-117.70666 34.12146)
Starbucks,POINT (-121.29432 38.87825)
Starbucks,POINT (-87.83968 42.05234)
Starbucks,POINT (-88.06864 41.68818)
Starbucks,POINT (-94.37575 35.38389)
Starbucks,POINT (-98.73748 29.77839)
Starbucks,POINT (-117.8595 34.00978)
Starbucks,POINT (-104.98708 39.743)
Starbucks,POINT (-120.79957 38.37097)
Starbucks,POINT (-73.61214 40.7369)
Starbucks,POINT (-81.66282 30.42944)
Starbucks,POINT (-84.13744 39.86637)
Starbucks,POINT (-97.4054 32.34088)
Starbucks,POINT (-89.33444 31.32761)
Starbucks,POINT (-112.04818 40.69224)
Starbucks,POINT (-76.64936 40.26905)
Starbucks,POINT (-100.34529 20.64294)
Starbucks,POINT (-77.9191 34.18122)
Starbucks,POINT (-117.88749 33.91917)
Starbucks,POINT (-105.08552 39.7096)
Starbucks,POINT (-83.7011 41.61188)
Starbucks,POINT (-117.93085 33.91772)
Starbucks,POINT (-81.64372 28.23319)
Starbucks,POINT (-110.81661 33.42022)
Starbucks,POINT (-88.31458 41.70013)
Starbucks,POINT (-75.154 39.94786)
Starbucks,POINT (-78.99395 35.95433)
Starbucks,POINT (-118.35044 33.83262)
Starbucks,POINT (-117.08372 32.97916)
Starbucks,POINT (-122.3165 47.82092)
Starbucks,POINT (-71.11583 42.78695)
Starbucks,POINT (-120.20655 39.32711)
Starbucks,POINT (-87.9054 41.97633)
Starbucks,POINT (-119.65421 36.3282)
Starbucks,POINT (-104.96562 39.56523)
Starbucks,POINT (-103.41842 20.63874)
Starbucks,POINT (-157.83316 21.29978)
Starbucks,POINT (-103.32019 20.58715)
Starbucks,POINT (-88.31262 42.22648)
Starbucks,POINT (-117.86082 34.13623)
Starbucks,POINT (-118.08199 33.87459)
Starbucks,POINT (-85.40887 40.19728)
Starbucks,POINT (-95.50237 29.84903)
Starbucks,POINT (-111.88716 40.92062)
Starbucks,POINT (-82.11027 36.63628)
Starbucks,POINT (-76.82899 40.25422)
Starbucks,POINT (-73.63996 40.74143)
Starbucks,POINT (-84.23067 39.60193)
Starbucks,POINT (-71.11418 42.38608)
Starbucks,POINT (-88.10306 41.8597)
Starbucks,POINT (-117.90068 33.91702)
Starbucks,POINT (-77.37529 38.92764)
Starbucks,POINT (-77.03093 40.24746)
Starbucks,POINT (-104.60607 38.30287)
Starbucks,POINT (-88.19817 41.56633)
Starbucks,POINT (-79.93649 32.78589)
Starbucks,POINT (-83.98226 34.07027)
Starbucks,POINT (-118.3968 34.17163)
Starbucks,POINT (-122.40732 37.78736)
Starbucks,POINT (-121.92193 37.79885)
Starbucks,POINT (-85.3734 42.93091)
Starbucks,POINT (-72.33483 41.5724)
Starbucks,POINT (-75.48767 40.04207)
Starbucks,POINT (-90.4799 41.47075)
Starbucks,POINT (-117.51074 34.12165)
Starbucks,POINT (-71.27069 42.09012)
Starbucks,POINT (-94.55843 39.14503)
Starbucks,POINT (-93.10711 35.2824)
Starbucks,POINT (-83.69941 36.60918)
Starbucks,POINT (-95.27513 29.5604)
Starbucks,POINT (-118.36162 33.94575)
Starbucks,POINT (-118.02146 34.06923)
Starbucks,POINT (-96.94939 32.81421)
Starbucks,POINT (-117.17227 32.71659)
Starbucks,POINT (-118.5744 34.44414)
Starbucks,POINT (-122.80325 49.19008)
Starbucks,POINT (-111.80561 33.42215)
Starbucks,POINT (-84.22326 31.6178)
Starbucks,POINT (-99.17992 19.47185)
Starbucks,POINT (-86.15185 39.77319)
Starbucks,POINT (-77.04915 38.85374)
Starbucks,POINT (-79.24942 43.1196)
Starbucks,POINT (-94.39749 38.90957)
Starbucks,POINT (-89.6559 44.96056)
Starbucks,POINT (-78.58386 35.69759)
Starbucks,POINT (-118.26327 34.05207)
Starbucks,POINT (-80.20041 26.40825)
Starbucks,POINT (-77.09328 38.98122)
Starbucks,POINT (-123.35535 48.42751)
Starbucks,POINT (-87.93558 42.06335)
Starbucks,POINT (-76.79601 40.30945)
Starbucks,POINT (-83.37603 33.95121)
Starbucks,POINT (-117.8315 34.11596)
Starbucks,POINT (-112.2213 33.46603)
Starbucks,POINT (-118.15261 34.00565)
Starbucks,POINT (-122.8109 38.5484)
Starbucks,POINT (-78.44395 38.12693)
Starbucks,POINT (-121.35472 38.66163)
Starbucks,POINT (-105.1067 40.15281)
Starbucks,POINT (-85.94614 31.77978)
Starbucks,POINT (-115.03333 36.07187)
Starbucks,POINT (-118.3372 34.1018)
Starbucks,POINT (-122.63558 47.73733)
Starbucks,POINT (-90.08509 30.39322)
Starbucks,POINT (-113.06079 37.68027)
Starbucks,POINT (-123.37489 48.4552)
Starbucks,POINT (-71.08093 42.34925)
Starbucks,POINT (-87.68858 41.94794)
Starbucks,POINT (-117.97159 33.71631)
Starbucks,POINT (-90.19057 38.62517)
Starbucks,POINT (-123.80808 46.1919)
Starbucks,POINT (-121.98516 47.72628)
Starbucks,POINT (-121.9237 37.39816)
Starbucks,POINT (-76.58163 39.39404)
Starbucks,POINT (-104.60149 38.94129)
Starbucks,POINT (-78.7951 35.87604)
Starbucks,POINT (-157.84191 21.30179)
Starbucks,POINT (-134.59481 58.37096)
Starbucks,POINT (-118.31458 34.16256)
Starbucks,POINT (-76.61641 39.31693)
Starbucks,POINT (-121.30322 38.87299)
Starbucks,POINT (-77.29533 38.64338)
Starbucks,POINT (-91.21877 43.77461)
Starbucks,POINT (-93.77353 45.29375)
Starbucks,POINT (-97.45543 35.21805)
Starbucks,POINT (-112.35559 33.50965)
Starbucks,POINT (-73.75472 45.44838)
Starbucks,POINT (-115.41136 32.65476)
Starbucks,POINT (-99.16733 19.3737)
Starbucks,POINT (-94.50755 36.18133)
Starbucks,POINT (-122.18705 47.87697)
Starbucks,POINT (-96.15196 29.7634)
Starbucks,POINT (-100.3201 25.64563)
Starbucks,POINT (-115.33406 36.15593)
Starbucks,POINT (-80.31045 25.68639)
Starbucks,POINT (-73.84411 40.8511)
Starbucks,POINT (-80.86183 35.79157)
Starbucks,POINT (-82.54259 27.33738)
Starbucks,POINT (-122.2899 37.82892)
Starbucks,POINT (-104.94017 39.77341)
Starbucks,POINT (-122.72089 38.34844)
Starbucks,POINT (-78.78371 42.79201)
Starbucks,POINT (-121.84316 38.45712)
Starbucks,POINT (-99.215 19.53982)
Starbucks,POINT (-122.63931 38.26857)
Starbucks,POINT (-93.6214 42.05077)
Starbucks,POINT (-122.2007 47.6106)
Starbucks,POINT (-71.02068 42.36169)
Starbucks,POINT (-81.39108 31.1601)
Starbucks,POINT (-84.58943 33.99872)
Starbucks,POINT (-77.74532 39.6592)
Starbucks,POINT (-89.76233 35.2051)
Starbucks,POINT (-92.43652 42.51112)
Starbucks,POINT (-73.06414 41.55267)
Starbucks,POINT (-122.58067 45.45856)
Starbucks,POINT (-80.808 35.10605)
Starbucks,POINT (-73.53296 40.77206)
Starbucks,POINT (-93.3573 44.74788)
Starbucks,POINT (-99.2189 19.45408)
Starbucks,POINT (-87.61757 41.89331)
Starbucks,POINT (-111.09241 32.35542)
Starbucks,POINT (-82.59226 36.97594)
Starbucks,POINT (-98.448 29.6511)
Starbucks,POINT (-104.86963 39.67437)
Starbucks,POINT (-115.17889 36.28513)
Starbucks,POINT (-79.37117 34.43789)
Starbucks,POINT (-92.27132 34.74847)
Starbucks,POINT (-120.32644 47.43863)
Starbucks,POINT (-105.02486 39.79127)
Starbucks,POINT (-82.4547 27.9385)
Starbucks,POINT (-100.35253 25.68156)
Starbucks,POINT (-118.36701 34.22115)
Starbucks,POINT (-77.05656 39.07452)
Starbucks,POINT (-80.14809 32.60695)
Starbucks,POINT (-122.83598 47.04294)
Starbucks,POINT (-118.69355 34.03424)
Starbucks,POINT (-100.24381 25.57777)
Starbucks,POINT (-85.21563 34.93873)
Starbucks,POINT (-104.50944 37.16734)
Starbucks,POINT (-71.30544 42.18698)
Starbucks,POINT (-87.31362 30.53483)
Starbucks,POINT (-74.13891 41.07613)
Starbucks,POINT (-88.16181 41.579)
Starbucks,POINT (-73.94017 40.75014)
Starbucks,POINT (-111.58361 35.2236)
Starbucks,POINT (-118.21734 33.99011)
Starbucks,POINT (-117.29692 33.66281)
Starbucks,POINT (-120.41733 34.86388)
Starbucks,POINT (-95.42586 29.70506)
Starbucks,POINT (-71.15435 42.35886)
Starbucks,POINT (-84.41291 33.80389)
Starbucks,POINT (-76.14201 36.91024)
Starbucks,POINT (-158.18436 21.43505)
Starbucks,POINT (-82.91382 42.62961)
Starbucks,POINT (-104.42061 32.84193)
Starbucks,POINT (-84.52943 38.06798)
Starbucks,POINT (-158.0731 21.32966)
Starbucks,POINT (-122.54008 45.42848)
Starbucks,POINT (-88.2431 43.11043)
Starbucks,POINT (-75.54899 39.81087)
Starbucks,POINT (-92.01328 30.18807)
Starbucks,POINT (-90.18016 30.00429)
Starbucks,POINT (-87.97104 42.24028)
Starbucks,POINT (-77.50337 39.00821)
Starbucks,POINT (-76.88943 39.22334)
Starbucks,POINT (-122.04138 47.38826)
Starbucks,POINT (-111.87375 33.62137)
Starbucks,POINT (-78.78855 35.91895)
Starbucks,POINT (-82.41869 35.60107)
Starbucks,POINT (-77.07458 39.0336)
Starbucks,POINT (-82.01157 35.68028)
Starbucks,POINT (-84.37218 39.37078)
Starbucks,POINT (-121.09739 38.49531)
Starbucks,POINT (-116.39313 43.58782)
Starbucks,POINT (-117.81109 33.88884)
